POLICYNUM,INSAGE,INSAGEBIN,VEHICLE_TYPE,GENDER,MARITAL_STATUS,PREVCLM,SEATBELT,ACTUALDAMAGE,LOSS
29790,22.0,18-25,Big car,Male,Single,,,3328.0,1828.0
29824,34.0,25-35,Big car,Male,Married,No,Yes,150.0,0.0
29837,76.0,55 and older,Small car,Male,Married,No,Yes,1250.0,0.0
29857,,,Big car,,,,,10.0,0.0
29884,51.0,45-55,Small car,Female,Married,No,Yes,2065.0,565.0
29962,16.0,18 and below,Big car,Female,Single,No,Yes,4165.0,2665.0
30021,,,Small car,Male,Married,,,3490.0,1990.0
30027,3.0,18 and below,Small car,Female,Single,No,Yes,1095.0,0.0
30033,19.0,18-25,Big car,Male,Single,No,Yes,3578.0,2078.0
30085,23.0,18-25,Big car,Male,Single,No,Yes,1746.0,246.0
30164,68.0,55 and older,Big car,Female,Single,No,Yes,1004.0,0.0
30263,26.0,25-35,Small car,Male,Married,No,Yes,2909.0,1409.0
30306,,,Small car,,,No,Yes,3675.0,2175.0
30357,56.0,55 and older,Small car,Male,Married,No,Yes,25112.0,23612.0
30382,38.0,35-45,Small car,Male,Married,No,Yes,5061.0,3561.0
30384,23.0,18-25,Big car,Female,Single,No,Yes,2600.0,1100.0
30431,37.0,35-45,Small car,Female,Married,No,Yes,23789.0,22289.0
30436,,,Big car,Male,Married,No,Yes,98.0,0.0
30448,19.0,18-25,Small car,Male,Single,Yes,Yes,3760.0,2260.0
30483,33.0,25-35,Small car,Female,Married,,,4835.0,3335.0
30490,0.0,18 and below,Big car,Male,Single,No,Yes,309.0,0.0
30498,20.0,18-25,Small car,Male,Married,No,Yes,3290.0,1790.0
30502,34.0,25-35,Big car,Female,Single,No,Yes,1674.0,174.0
30548,,,Big car,Male,Married,No,Yes,141.0,0.0
30557,40.0,35-45,Big car,Male,Single,No,Yes,1925.0,425.0
30588,44.0,35-45,Small car,Female,Single,No,Yes,23000.0,21500.0
30594,9.0,18 and below,Big car,Male,Single,No,Yes,2393.0,893.0
30634,48.0,45-55,Small car,Male,Married,No,Yes,3549.0,2049.0
30670,0.0,18 and below,Small car,Female,Single,No,Yes,535.0,0.0
30683,5.0,18 and below,Small car,Female,Single,No,Yes,270.0,0.0
30759,,,Small car,Male,Married,No,Yes,4030.0000000000005,2530.0000000000005
30782,17.0,18 and below,Big car,Female,Single,No,Yes,599.0,0.0
30791,28.0,25-35,Small car,Male,Married,No,Yes,2605.0,1105.0
30793,35.0,35-45,Small car,Female,Married,No,Yes,4333.0,2833.0
30799,76.0,55 and older,Small car,Male,Married,No,Yes,3756.0,2256.0
30826,27.0,25-35,Big car,Female,Single,No,Yes,497.0,0.0
30901,,,Small car,Female,Married,No,Yes,4673.0,3173.0
30908,25.0,25-35,Big car,Male,Single,Yes,Yes,2109.0,609.0
30913,,,Big car,Female,Married,No,Yes,250.0,0.0
30919,22.0,18-25,Big car,Female,Single,No,Yes,1436.0,0.0
30925,38.0,35-45,Big car,Male,Married,No,Yes,1800.0,300.0
30932,16.0,18 and below,Small car,Female,Single,No,Yes,3781.0,2281.0
30948,53.0,45-55,Big car,Female,Married,No,Yes,405.0,0.0
31023,47.0,45-55,Big car,Female,Married,No,Yes,129.0,0.0
31050,40.0,35-45,Small car,Male,Married,No,Yes,3590.0,2090.0
31052,3.0,18 and below,Small car,Female,Single,No,Yes,607.0,0.0
31063,55.0,55 and older,Big car,Female,Married,No,Yes,3348.0,1848.0
31125,80.0,55 and older,Big car,Male,Married,No,Yes,347.0,0.0
31141,19.0,18-25,Big car,Female,Single,No,Yes,2747.0,1247.0
31165,52.0,45-55,Small car,Female,Single,No,Yes,4027.0,2527.0
31218,7.0,18 and below,Big car,Female,Single,No,Yes,358.0,0.0
31279,17.0,18 and below,Big car,Female,Single,No,Yes,60.0,0.0
31383,22.0,18-25,Small car,Female,Single,No,Yes,8642.0,7142.0
31389,20.0,18-25,Big car,Female,Married,No,Yes,1339.0,0.0
31408,29.0,25-35,Small car,Female,Single,No,Yes,5210.0,3710.0
31413,40.0,35-45,Big car,Female,Divorced/Separated,No,Yes,1835.0,335.0
31507,31.0,25-35,Big car,Female,Single,No,Yes,391.0,0.0
31584,47.0,45-55,Big car,Female,Married,No,Yes,1600.0,100.0
31675,18.0,18-25,Small car,Female,Married,No,Yes,2595.0,1095.0
31719,48.0,45-55,Small car,Female,Married,No,Yes,2334.0,834.0
31752,34.0,25-35,Big car,,Married,No,Yes,250.0,0.0
31771,33.0,25-35,Small car,Female,Single,No,Yes,11716.0,10216.0
31775,44.0,35-45,Small car,Female,Single,No,Yes,3723.0,2223.0
31783,,,Small car,Male,Single,No,Yes,3899.0,2399.0
31816,,,Small car,Male,Single,No,Yes,262.0,0.0
31826,46.0,45-55,Small car,Male,Married,No,Yes,12807.0,11307.0
31841,,,Big car,Female,Single,No,Yes,1570.0,70.0
31858,39.0,35-45,Big car,Female,Married,No,Yes,944.0,0.0
31880,,,Big car,Male,Divorced/Separated,No,Yes,1200.0,0.0
31903,49.0,45-55,Big car,Female,Single,Yes,Yes,4492.0,2992.0
31957,58.0,55 and older,Small car,Female,Married,No,Yes,3306.0,1806.0
31962,,,Big car,Female,Single,No,Yes,2640.0,1140.0
31976,10.0,18 and below,Small car,Female,Single,No,Yes,763.0,0.0
31998,25.0,25-35,Small car,Female,Single,No,Yes,2556.0,1056.0
32013,70.0,55 and older,Small car,Female,Widowed,No,Yes,10195.0,8695.0
32022,41.0,35-45,Big car,Female,Married,No,Yes,1398.0,0.0
32026,18.0,18-25,Big car,Female,Single,No,Yes,125.0,0.0
32036,30.0,25-35,Small car,Male,Married,No,Yes,3570.0,2070.0
32056,32.0,25-35,Small car,Female,Married,Yes,Yes,3343.0,1843.0
32059,46.0,45-55,Small car,Male,Single,No,Yes,6140.0,4640.0
32075,21.0,18-25,Small car,Female,Single,No,Yes,2673.0,1173.0
32096,,,Big car,Female,Single,No,Yes,275.0,0.0
32102,51.0,45-55,Big car,Male,Married,No,Yes,1235.0,0.0
32118,45.0,45-55,Big car,,Single,No,Yes,358.0,0.0
32120,8.0,18 and below,Big car,Female,Single,No,Yes,100.0,0.0
32142,51.0,45-55,Small car,Male,Married,No,Yes,2125.0,625.0
32156,,,Small car,Female,Married,No,Yes,1370.0,0.0
32182,17.0,18 and below,Small car,Male,Single,,,2850.0,1350.0
32194,27.0,25-35,Small car,Male,Married,No,Yes,12968.0,11468.0
32207,1.0,18 and below,Small car,Female,Single,No,Yes,300.0,0.0
32222,66.0,55 and older,Big car,Male,Single,No,Yes,2545.0,1045.0
32228,37.0,35-45,Small car,Male,Married,No,Yes,4328.0,2828.0
32242,48.0,45-55,Big car,Male,Married,No,Yes,1455.0,0.0
32259,31.0,25-35,Small car,Male,Married,No,No,31641.0,30141.0
32330,17.0,18 and below,Big car,Male,Single,No,Yes,453.0,0.0
32351,36.0,35-45,Big car,Female,Single,No,Yes,6908.0,5408.0
32386,39.0,35-45,Small car,Male,Single,No,Yes,4310.0,2810.0
32388,1.0,18 and below,Big car,Male,Single,No,Yes,440.0,0.0
32411,35.0,35-45,Small car,Female,Married,No,Yes,2702.0,1202.0
32480,10.0,18 and below,Small car,Male,Single,No,Yes,123.0,0.0
32510,39.0,35-45,Small car,Female,Single,No,Yes,10936.0,9436.0
32518,36.0,35-45,Big car,Male,Single,No,Yes,507.0,0.0
32532,,,Small car,Male,Married,No,Yes,1565.0,65.0
32556,37.0,35-45,Big car,Female,Married,No,Yes,1293.0,0.0
32582,,,Small car,Female,Married,No,Yes,7552.0,6052.0
32591,50.0,45-55,Small car,Male,Married,No,Yes,2618.0,1118.0
32594,,,Small car,Female,Married,No,Yes,3500.0,2000.0
32637,17.0,18 and below,Big car,Female,Single,No,Yes,449.0,0.0
32667,40.0,35-45,Small car,Male,Married,No,Yes,3735.0,2235.0
32711,34.0,25-35,Big car,Female,Single,No,Yes,250.0,0.0
32739,28.0,25-35,Big car,Female,Married,No,Yes,1851.0,351.0
32751,10.0,18 and below,Big car,Female,Single,No,Yes,1300.0,0.0
32784,15.0,18 and below,Big car,Female,Single,No,Yes,290.0,0.0
32798,50.0,45-55,Small car,Female,Married,No,,3300.0,1800.0
32905,19.0,18-25,Small car,Male,Single,No,Yes,7610.0,6110.0
32944,19.0,18-25,Small car,Female,Single,No,Yes,6459.0,4959.0
32961,50.0,45-55,Small car,Female,Married,No,Yes,4986.0,3486.0
32994,36.0,35-45,Small car,Male,Married,No,Yes,465.0,0.0
33015,30.0,25-35,Small car,Male,Married,No,Yes,3735.0,2235.0
33033,0.0,18 and below,Small car,Female,Single,No,Yes,1167.0,0.0
33047,31.0,25-35,Small car,Male,Married,Yes,Yes,4247.0,2747.0
33054,8.0,18 and below,Big car,Male,Single,No,Yes,485.0,0.0
33125,40.0,35-45,Big car,Female,Married,No,Yes,50.0,0.0
33137,44.0,35-45,Small car,Female,Single,No,No,55719.0,54219.0
33150,20.0,18-25,Big car,Male,Single,Yes,Yes,40.0,0.0
33168,14.0,18 and below,Big car,Female,Single,No,Yes,2265.0,765.0
33173,42.0,35-45,Small car,Female,Single,No,Yes,5611.0,4111.0
33185,,,Big car,Male,Married,No,No,6200.0,4700.0
33244,29.0,25-35,Big car,Female,Married,No,Yes,2537.0,1037.0
33250,21.0,18-25,Big car,Male,Single,No,Yes,964.0,0.0
33265,41.0,35-45,Big car,Male,Married,No,Yes,1749.0,249.0
33277,,,Small car,Female,Married,No,Yes,2142.0,642.0
33298,28.0,25-35,Small car,Female,Single,No,Yes,3280.0,1780.0
33307,36.0,35-45,Big car,Male,Married,No,Yes,4448.0,2948.0
33328,,,Small car,Male,Single,Yes,Yes,3810.0,2310.0
33330,18.0,18-25,Big car,Female,Single,No,Yes,2295.0,795.0
33379,29.0,25-35,Big car,Female,Married,No,Yes,7393.0,5893.0
33440,72.0,55 and older,Small car,Male,Married,No,Yes,2595.0,1095.0
33451,,,Big car,Female,Single,No,Yes,1701.0,201.0
33455,19.0,18-25,Big car,Female,Single,No,Yes,364.0,0.0
33466,,,Small car,Female,Divorced/Separated,No,Yes,3845.0,2345.0
33468,,,Big car,Female,Single,No,Yes,500.0,0.0
33498,,,Big car,Male,Married,No,Yes,1000.0,0.0
33513,38.0,35-45,Big car,Female,Married,No,Yes,5.0,0.0
33553,20.0,18-25,Big car,Female,Single,No,Yes,1129.0,0.0
33587,43.0,35-45,Small car,Female,Married,No,Yes,5434.0,3934.0
33591,31.0,25-35,Small car,Male,Married,No,Yes,3034.0,1534.0
33617,40.0,35-45,Small car,Female,Single,No,Yes,905.0,0.0
33624,41.0,35-45,Small car,Male,Married,No,Yes,5268.0,3768.0
33662,45.0,45-55,Small car,Female,Divorced/Separated,No,Yes,24884.0,23384.0
33687,17.0,18 and below,Big car,Female,Single,No,Yes,986.0,0.0
33697,17.0,18 and below,Big car,Male,Single,No,Yes,207.0,0.0
33742,18.0,18-25,Small car,Male,Single,No,Yes,2205.0,705.0
33744,21.0,18-25,Big car,Female,Single,Yes,,258.0,0.0
33750,17.0,18 and below,Small car,Male,Single,No,Yes,3535.0,2035.0
33759,,,Big car,Female,Single,No,Yes,70.0,0.0
33778,34.0,25-35,Big car,Male,Single,No,Yes,1763.0,263.0
33841,,,Big car,Female,Married,No,Yes,1541.0,41.0
33858,,,Small car,Male,Single,No,Yes,3437.0,1937.0
33865,12.0,18 and below,Big car,Female,Single,No,Yes,80.0,0.0
33882,19.0,18-25,Small car,Female,Single,No,Yes,5461.0,3961.0
33883,20.0,18-25,Small car,Male,Single,No,Yes,6564.0,5064.0
34001,19.0,18-25,Small car,Female,Single,No,Yes,3269.0,1769.0
34035,17.0,18 and below,Small car,Female,Single,No,Yes,1688.0,188.0
34050,71.0,55 and older,Small car,Female,Widowed,No,Yes,505.0,0.0
34055,24.0,18-25,Small car,Male,Single,No,Yes,401.0,0.0
34085,33.0,25-35,Big car,Female,Single,No,Yes,1535.0,35.0
34122,33.0,25-35,Big car,Male,Single,No,Yes,6827.0,5327.0
34131,13.0,18 and below,Small car,Female,Single,No,Yes,1951.0,451.0
34166,19.0,18-25,Big car,Female,Single,No,Yes,1110.0,0.0
34189,49.0,45-55,Big car,Male,Single,No,Yes,100.0,0.0
34204,26.0,25-35,Big car,Female,Single,No,Yes,161.0,0.0
34210,,,Big car,Male,Single,No,Yes,576.0,0.0
34220,46.0,45-55,Small car,Female,Married,No,Yes,3705.0,2205.0
34223,39.0,35-45,Big car,Female,Married,No,Yes,99.0,0.0
34245,18.0,18-25,Small car,Female,Single,Yes,Yes,3277.0,1777.0
34253,30.0,25-35,Big car,Female,Single,No,Yes,688.0,0.0
